fit,upr,lwr,wtp,wtp_ypred,TE_MA,TE_UnitTransfer,lowerC1_wtp,upperC1_wtp
5.2816729250849725,8.733304630262765,1.816416905831315,196.044313959434,195.6986623835631,0.17631298194265724,110.09257251701014,5.149783671484072,6205.203468624419
3.138857454925339,6.840792402665729,0.18374129350079715,36.9332705248991,22.077484723696298,40.223315157501574,1015.1856757257056,0.2017048940121433,934.2299198719634
3.16174749604101,6.859793553048235,0.19503522005541565,22.6795558546433,22.61182146237553,0.298658371891804,1716.0608836895442,0.21535379056379877,952.1702680812049
3.1449123764632683,6.598935845890386,0.09117564980943968,28.9053162853297,22.217640972334006,23.13648896618331,1324.9093087410267,0.09546140594760177,733.3133507474882
3.128685295402345,6.821150814187842,0.08642118608934941,17.2027590847914,21.84392677595356,26.97920530239431,2294.2353691090666,0.09026543624884842,916.039745412388
5.926272990060825,8.859627976405438,2.9283723443378564,337.346439266672,373.75519147698367,10.792689049707318,22.092452899765895,17.6971731566116,7040.862518196134
5.92673283497413,8.963744573411665,2.907472581489865,344.834135563509,373.9275603739618,8.436932951231736,19.441348750939678,17.310461835355458,7813.564955405285
5.9469676954922335,8.833411928790957,2.9843491879751425,352.447579431744,381.591444580431,8.268992851554291,16.86122036496032,18.773629132224897,6858.6515762158715
5.943220447905514,8.957891798090012,2.999316149792214,367.480130012417,380.1604625095542,3.4506171794128555,12.08076541629116,19.07180612003065,7767.961645626158
5.954287379290431,8.941824041794302,2.8943945889311236,397.568094368563,384.40216722983104,3.3116156264105427,3.598489995747295,17.07255680265813,7644.129380725838
7.410543267553589,11.118611326155472,3.848042156369989,1502.07201427323,1652.3243003758482,10.00300149892061,72.57957417774125,45.90114816909678,67413.22487267132
7.47425666337254,10.902780434796359,3.877734515263393,1483.38017040489,1761.0913741854122,18.721512483527455,72.23405363722253,47.31463492416193,54326.2072517563
2.8152131437756953,6.419449734345964,-0.7198174874162611,12.6226517416394,15.696734206060157,24.353697838941585,3162.9795299827038,-0.5131588975205951,612.6653422410335
2.7769553033536427,6.552807285630564,-0.5285870094342978,25.5064617951749,15.070018056329985,40.91686186289936,1514.7850916296586,-0.4105627491883429,700.2099098375651
6.291794048050071,9.325604635239886,3.250294187342804,511.859275342652,539.1214642442035,5.3261101663736525,19.533637014787065,24.79792822490063,11220.699466845203
6.3088596540116,9.354409758013146,3.1896940276568926,493.806147374135,548.4180647615108,11.059383865061276,16.5918560024244,23.280996992853503,11548.642441364702
6.678574772492066,10.42820456881824,3.1731179191330967,871.178906718157,794.184984499211,8.837900186196194,52.722163117759216,22.881830009052102,33798.610874572914
