fit,upr,lwr,wtp,wtp_ypred,TE_MA,TE_UnitTransfer,lowerC1_wtp,upperC1_wtp,qchange
2.842350875539168,-1.4444292552309905,-9.039140761645823,196.044313959434,16.15604990489565,91.75898062096374,110.09257251701014,-0.9998813272391529,-0.7641193341997277,4200
4.2609445897147245,0.46537312138498743,-8.764837174028141,36.9332705248991,69.87690143639047,89.19770830823644,1015.1856757257056,-0.9998438724371105,0.5926083142597265,5884
4.956929631584637,0.27429673401541405,-8.722519026411828,22.6795558546433,141.15665184989672,522.3960149598653,1716.0608836895442,-0.9998371236161906,0.31560512911689176,11300
4.673332626836917,0.5614064668974408,-8.936281808954064,28.9053162853297,106.05391936506821,266.90108600850596,1324.9093087410267,-0.9998684708172553,0.753136495573745,7408
5.335389151933344,0.30431113053737596,-8.91344322784438,17.2027590847914,206.5535029410485,1100.6998524071532,2294.2353691090666,-0.9998654323118434,0.3556907872827062,14318
2.68816830831309,-3.2971136127376393,-15.133719491977276,337.346439266672,13.704716730124789,95.93749477246114,22.092452899765895,-0.9999997323858123,-0.9630102197051466,94918
3.0420567927482747,-2.9584342623213145,-14.83487893558573,344.834135563509,19.948285236844423,94.21510715456112,19.441348750939678,-0.999999639177228,-0.9480998844450933,135598
3.1597706430024175,-2.8714800982230733,-14.530323347994766,352.447579431744,22.565190467868476,93.59757541695969,16.86122036496032,-0.999999510716298,-0.9433849313263563,176277
3.5935186504796413,-2.8881488189270983,-14.646529390368515,367.480130012417,35.361795543687066,90.37722242492615,12.08076541629116,-0.9999995643947486,-0.9443208104705737,257636
4.138869224196229,-3.05699851110454,-14.82476478446504,397.568094368563,61.7318456747054,84.47263587065483,3.598489995747295,-0.9999996355092943,-0.9529713604678943,406793
9.488014011933636,4.951189351558875,-1.765913887561503,1502.07201427323,13199.55313593014,778.7563452686173,72.57957417774125,-0.8289695875249066,140.34297047451426,3000
9.746065460232238,5.126874292263239,-1.7428449710292713,1483.38017040489,17085.867418789963,1051.819861130162,72.23405363722253,-0.8249782401921492,167.48964472454173,4000
0.343912861695026,-4.233503086992464,-18.48508081362471,12.6226517416394,0.4104557254315133,96.74826071547622,3162.9795299827038,-0.9999999906237019,-0.985498498555104,106253
0.2486149496131791,-4.4699507114817365,-18.23676413287022,25.5064617951749,0.28224820783368676,98.89342469331798,1514.7850916296586,-0.9999999879808441,-0.9885521199143529,106253
10.07713879775681,1.0620792049652068,-8.352659548274204,511.859275342652,23791.81201237766,4548.115831534126,19.533637014787065,-0.9997642313542251,1.8923785895121168,988421
9.058548708566843,0.0676190907799804,-9.815752128511528,493.806147374135,8590.672580740662,1639.6852239330044,16.5918560024244,-0.9999454150376789,0.06995767410476006,988421
12.14848643412763,0.3502068028698746,-13.162652243320151,871.178906718157,188807.0999645055,21572.59773032914,52.722163117759216,-0.9999980789761201,0.41936104618187797,100295713.7
