fit,upr,lwr,wtp,wtp_ypred,TE_MA,TE_UnitTransfer,lowerC1_wtp,upperC1_wtp
5.035211468416676,0.1603129428254821,-6.675877211969766,196.044313959434,152.73209865821593,22.09307397213282,110.09257251701014,-0.9987390340338934,0.17387817026835162
2.812553501566544,-2.4491381843837923,-9.172622287668004,36.9332705248991,15.65238586850819,57.61982178654905,1015.1856757257056,-0.9998961561560482,-0.9136320122847459
3.4537050703572767,-2.4750240991442864,-9.151536565201106,22.6795558546433,30.61731995735528,34.999645291055565,1716.0608836895442,-0.9998939432855761,-0.915839037974296
3.0117924459847467,-2.470517437225181,-9.444586442447942,28.9053162853297,19.323796603573054,33.14794962689804,1324.9093087410267,-0.9999208832890923,-0.9154588970316929
3.636217744004762,-2.5151254360501407,-9.277871775021513,17.2027590847914,36.9480357650252,114.77970820209993,2294.2353691090666,-0.999906530163222,-0.9191472302814763
5.137750076894241,-3.5144745475478048,-9.300543367846323,337.346439266672,169.33210274053468,49.804686509028826,22.092452899765895,-0.9999086254320156,-0.9702365618824851
5.514814647344956,-3.6826655175303697,-9.217397508960262,344.834135563509,247.34394177223606,28.271619232811684,19.441348750939678,-0.9999007032293867,-0.9748441679215126
5.741639426356802,-3.480990252833634,-9.173864010936457,352.447579431744,310.5747964307833,11.880570457732393,16.86122036496032,-0.9998962850213414,-0.9692230809934217
6.183753807483335,-3.500139037149035,-9.208360571615255,367.480130012417,483.8084223718055,31.655668663080576,12.08076541629116,-0.9998998018238541,-0.9698068148439166
6.591544673201739,-3.4156506770936566,-9.238812695046263,397.568094368563,727.9059222006705,83.08962225873938,3.598489995747295,-0.999902807080621,-0.9671449782651405
7.0760782565788505,2.326781963446581,-4.329342612002801,1502.07201427323,1182.3187343767622,21.287480018138734,72.57957417774125,-0.9868237934763872,9.244919902400444
7.364742905515869,2.3894758782469623,-4.038982085053739,1483.38017040489,1578.309342597665,6.399517405363725,72.23405363722253,-0.9823846057342762,9.907775442191033
2.767070530289912,-5.4748366450090495,-12.096622020260986,12.6226517416394,14.91195208487503,18.136445416486644,3162.9795299827038,-0.9999944216750805,-0.9958090868993577
2.739033497314674,-5.680497851920089,-12.142415684973823,25.5064617951749,14.472024114735786,43.26134204363271,1514.7850916296586,-0.9999946713662513,-0.9965881405802638
6.4106454296001365,-4.602698186733608,-10.348558455684191,511.859275342652,607.2861602821953,18.64318759793149,19.533637014787065,-0.9999679610579407,-0.9899752494283616
6.202119563752182,-4.713323763853648,-10.434600002969251,493.806147374135,492.79456173208314,0.20485480940872283,16.5918560024244,-0.9999706024730048,-0.9910251024871464
6.778252513109303,-8.076294576518144,-15.226071623356058,871.178906718157,877.5321585046547,0.7292706168049023,52.722163117759216,-0.9999997559936588,-0.9996891793737099
