fit,upr,lwr,wtp,wtp_ypred,TE_MA,TE_UnitTransfer,lowerC1_wtp,upperC1_wtp
5.2089420091886085,8.85557763787641,1.504881624939264,196.044313959434,181.90044879906876,7.214626568201271,110.09257251701014,3.503620482385265,7012.398274946687
3.295503536607622,6.584627026990728,0.02154426634397399,36.9332705248991,25.991001606086833,29.627132293727893,1015.1856757257056,0.021778019713590835,722.8810092332785
3.2841610531083427,6.594975108798473,-0.021567981259945444,22.6795558546433,25.686586292205938,13.258771277687927,1716.0608836895442,-0.02133705553235221,730.4106807730328
3.283797518315586,6.573004128694613,0.030246770736861564,28.9053162853297,25.676886552792016,11.168982552099619,1324.9093087410267,0.03070885135591883,714.5161201805868
3.2536626856694033,6.650530670994984,-0.062215159699539425,17.2027590847914,24.884975029154763,44.65688269246908,2294.2353691090666,-0.06031931637466903,772.1945285938956
5.900290046057997,8.834433240770032,2.8323803662964036,337.346439266672,364.14336090009044,7.943442857043319,22.092452899765895,15.985845274187525,6865.660999337561
5.914781649961195,9.030097947193429,2.9944628565948817,344.834135563509,369.4734009907286,7.145251263177715,19.441348750939678,18.974627768195592,8349.677457540682
5.94686069138265,8.865979663506069,2.8347074047810445,352.447579431744,381.5505079138042,8.257377885523653,16.86122036496032,16.025418015623295,7085.732574944942
5.939714533446268,8.921601879479557,2.883284371906791,367.480130012417,378.82648630235906,3.0876108293416156,12.08076541629116,16.87287806542211,7491.08103327773
5.947309904018244,8.972474630766666,2.891555433552403,397.568094368563,381.7223930393067,3.9856571877135094,3.598489995747295,17.021318776581598,7882.085213378933
7.207252423084508,10.733879182722946,3.850736302514093,1502.07201427323,1348.1801937504295,10.245302426279498,72.57957417774125,46.027677083751,45883.34098003587
7.241261612390234,10.703585616508354,3.8371887998543515,1483.38017040489,1394.8538870258353,5.967875609048438,72.23405363722253,45.39486568895246,44514.18369155243
2.9639745677135734,6.3399331101247896,-0.6668078414203981,12.6226517416394,18.3748254799729,45.570248281177875,3162.9795299827038,-0.4866553573867082,565.7583997150252
2.9802676348059842,6.385689785846331,-0.8086738824386912,25.5064617951749,18.693086494916578,26.712349815399406,1514.7850916296586,-0.5545516083492039,592.2938371767506
6.351998343596785,9.197664147600788,3.1698547684261307,511.859275342652,572.6378900043895,11.874086802676528,19.533637014787065,22.80402700906979,9873.037805465643
6.3282499281558096,9.23278347683163,3.200948445091256,493.806147374135,559.1753883384114,13.237834585876273,16.5918560024244,23.555808992535486,10225.968460242619
6.669308726691606,10.67658236695953,2.9753073890215,871.178906718157,786.8507959522977,9.679769576094778,52.722163117759216,18.595645810305335,43328.21366406927
