fit,upr,lwr,wtp
4.827378511433679,5.532893682236285,-3.223564124290194,124.88315141484877
4.4963360820002976,5.6241431998541325,-2.937143943120481,89.6879193838882
5.355223708514046,5.649899403361084,-3.0247034305413405,211.71133268333077
0.33000448165332985,1.1143937892277824,-7.553824207785838,1.390974362314694
-0.07471597594785573,1.0949407491472682,-7.590939281129104,0.9280070252168102
0.8295318748073011,1.1613208888428261,-7.755864515094772,2.2922454312280767
2.9580971924427644,3.649109956370108,-4.662476271342205,19.261286342716247
2.287623651835235,3.4372321900265552,-5.133347562515946,9.851499251102295
4.233057833158447,4.672220037926413,-4.065087245207927,68.92767959751983
-1.4166042882276462,-0.12088469585216118,-9.354100701002285,0.24253620319355707
-1.7249983288971467,-0.1608028440601448,-9.292704954598141,0.17817334951864242
-0.8322231421027007,-0.20439383666521857,-9.628766321370213,0.43508096355263653
